sound,predicted_order,structure,binomials,misc,rule,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\FR_GHM\clatifeclatafe.wav,L,red,clatife-clatafe            clatafe-clatife,h,VQ,0,57,57,34,,,,,,,3,10.481,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\davailedavaisse.wav,R,conj,ni davaile ni davaisse          ni davaisse ni davaile,same,FS,0,58,58,15,,,,,,,6,8.275,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\calitecalate.wav,L,red,calite-calate             calate-calite,h,VQ,0,59,59,30,,,,,,,2,5.154,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\faglettefaglotte.wav,R,conj,ni faglette ni faglotte                ni faglette ni taglette,a,IS/VQ,,,,,0,0,0,17,,,,,1,11.624,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\dabidrabi.wav,L,red,dabi-drabi                  dabi-daba ,h,ICN/VQ,,,,,0,1,1,20,,,,,5,11.587,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\saubettesaubotte.wav,R,red,saubette-saubotte       saubette-daubette,a,IS/VQ,,,,,0,2,2,13,,,,,1,6.548,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\sudettepudette.wav,L,red,sudette-pudette        sudette-studette,nan,IS/ICN,,,,,0,3,3,32,,,,,6,4.327,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\fudettefudotte.wav,R,red,fudette-fudotte             fudette-budette,a,IS/VQ,,,,,0,4,4,11,,,,,1,7.357,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\gautrettegautrotte.wav,L,red,gautrette-gautrotte        gautrette-gautrinte,nan,VQ/VN,,,,,0,5,5,2,,,,,2,6.895,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\bimettebiminte.wav,R,conj,ni bimette ni biminte                ni bimette ni bimotte,nan,VQ/VN,,,,,0,6,6,5,,,,,6,4.509,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\soitettesoitinte.wav,R,conj,ni soitette ni soitinte                ni soitette ni soitotte,nan,VQ/VN,,,,,0,7,7,7,,,,,6,5.205,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\faglifragli.wav,R,red,fagli-fragli                 fagli-tagli,nan,IS/ICN,,,,,0,8,8,31,,,,,3,7.749,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\saprigestaprige.wav,R,conj,ni saprige ni staprige            ni saprige ni caprige             ,nan,IS/ICN,,,,,0,9,9,39,,,,,5,6.375,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\chaditadi.wav,L,red,chadi-tadi                   chadi-chada,h,IS/VQ,,,,,0,10,10,12,,,,,3,5.982,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\daglettedraglette.wav,L,conj,ni daglette ni draglette            ni daglette ni daglotte,a,ICN/VQ,,,,,0,11,11,26,,,,,6,6.987,2016_Mar_02_1509,31.94261834,binobino,1,r320
